Zeit  1 - Langsame Messrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
64,4000030588359	-7,25854174736469E-02	108,47664552182	-112,88611893449	
64,6000030683354	-7,22833341369551E-02	108,483844662085	-112,846523663029	
64,8000030778348	-7,23479174710064E-02	108,480245091952	-112,806928391568	
65,0000030873343	-7,25687508067949E-02	108,487444232218	-112,778131830506	
65,2000030968338	-7,22687508034596E-02	108,458647671156	-112,792530111037	
65,4000031063333	-7,28750008101997E-02	108,411853259429	-112,842924092896	
65,6000031158328	-7,27395841420275E-02	108,458647671156	-112,846523663029	
65,8000031253323	-7,21895841359128E-02	108,487444232218	-112,828525812365	
66,0000031348318	-7,22416674698252E-02	108,462247241288	-112,889718504623	
66,2000031443313	-7,23791674713539E-02	108,51624079328	-112,853722803295	
66,4000031538308	-7,28083341427919E-02	108,437050250359	-112,918515065685	
66,6000031633303	-0,072758334142236	108,404654119164	-112,940112486482	
66,8000031728297	-7,21250008018615E-02	108,379457128234	-112,914915495552	
67,0000031823292	-0,071908334132786	108,365058847703	-112,88611893449	
67,2000031918287	-7,21333341352874E-02	108,372257987969	-112,824926242232	
67,4000032013282	-7,25041674727436E-02	108,408253689297	-112,824926242232	
67,6000032108277	-7,21312508019309E-02	108,422651969828	-112,8213266721	
67,8000032203272	-7,20750008013056E-02	108,36145927757	-112,871720653959	
68,0000032298267	-7,22062508027648E-02	108,354260137305	-112,871720653959	
68,2000032393262	-7,22020841360518E-02	108,365058847703	-112,86092194356	
68,4000032488257	-7,21479174687829E-02	108,440649820492	-112,824926242232	
68,6000032583252	-7,18770841324385E-02	108,473045951687	-112,79612968117	
68,8000032678247	-0,071895834132647	108,462247241288	-112,778131830506	
69,0000032773241	-7,19020841327165E-02	108,447848960757	-112,774532260373	
69,2000032868236	-7,18229174651697E-02	108,433450680226	-112,810527961701	
69,4000032963231	-7,12541674588465E-02	108,465846811421	-112,814127531834	
69,6000033058226	-7,16750007968585E-02	108,494643372484	-112,774532260373	
69,8000033153221	-7,13916674603752E-02	108,501842512749	-112,803328821436	
70,0000033248216	-7,15604174622513E-02	108,444249390624	-112,828525812365	
70,2000033343211	-0,07125208412549	108,480245091952	-112,79612968117	
70,4000033438206	-7,11520841243782E-02	108,501842512749	-112,752934839576	
70,6000033533201	-7,14520841277135E-02	108,465846811421	-112,799729251303	
70,8000033628196	-7,18562507988736E-02	108,433450680226	-112,842924092896	
71,000003372319	-7,17687507979008E-02	108,429851110093	-112,828525812365	
71,2000033818185	-7,19458341332029E-02	108,415452829562	-112,814127531834	
71,400003391318	-7,17458341309793E-02	108,408253689297	-112,806928391568	
71,6000034008175	-7,11875007914387E-02	108,332662716508	-112,832125382498	
71,800003410317	-7,14062507938706E-02	108,375857558101	-112,817727101967	
72,0000034198165	-0,071479167461348	108,462247241288	-112,788930540904	
72,200003429316	-0,071685417463641	108,47664552182	-112,767333120108	
72,4000034388155	-7,19937508004023E-02	108,429851110093	-112,781731400639	
72,600003448315	-7,21833341358433E-02	108,433450680226	-112,814127531834	
72,8000034578145	-7,23833341380669E-02	108,408253689297	-112,781731400639	
73,0000034673139	-7,22291674696862E-02	108,3866562685	-112,756534409709	
73,2000034768134	-7,22937508037376E-02	108,354260137305	-112,788930540904	
73,4000034863129	-7,25062508061001E-02	108,379457128234	-112,778131830506	
73,6000034958124	-7,25666674734384E-02	108,422651969828	-112,745735699311	
73,8000035053119	-7,22312508030427E-02	108,45144853089	-112,73133741878	
74,0000035148114	-7,19104174661425E-02	108,440649820492	-112,713339568116	
