Zeit  1 - Standardmessrate [s]	Kraft [kN]	DMS hinten [stra]	DMS vorn [stra]
5,02000023843721	-8,70833343014965E-04	-0,467944117262959	0,104387533850968	
5,04000023938715	-5,10416672341307E-04	-0,388753574341536	0,136783665046096	
5,0600002403371	7,00000007782364E-04	-0,230372488498688	0,115186244249344	
5,08000024128705	2,91666669909318E-05	-0,122385384514928	7,91905429214239E-02	
5,100000242237	1,72916668589096E-04	-0,111586674116552	0,039595271460712	
5,12000024318695	4,708333385679E-04	-0,122385384514928	-0,025196990929544	
5,1400002441369	-8,41666676024033E-04	-0,34195916261524	0	
5,16000024508685	-1,25000001389708E-03	-0,280766470357776	0,003599570132792	
5,1800002460368	-5,35416672619249E-04	-0,255569479428232	-0,025196990929544	
5,20000024698675	9,35416677066314E-04	-0,248370339162648	-0,021597420796752	
5,2200002479367	6,54166673939471E-04	-0,12598495464772	-0,021597420796752	
5,24000024888664	-1,25000001389708E-04	-0,298764321021736	0,003599570132792	
5,26000024983659	4,08333337873046E-04	-0,266368189826608	5,39935519918799E-02	
5,28000025078654	1,83750002042871E-03	-0,176378936506808	5,39935519918799E-02	
5,30000025173649	1,33541668151338E-03	-0,21597420796752	6,83918325230479E-02	
5,32000025268644	4,12500004586036E-04	-0,547134660184383	6,11926922574639E-02	
5,34000025363639	1,27708334753152E-03	-0,583130361512303	7,19914026558399E-03	
5,36000025458634	8,91666676579916E-04	-0,421149705536664	-5,75931221246719E-02	
5,38000025553629	1,60416668450125E-04	-0,385154004208744	-0,039595271460712	
5,40000025648624	-1,66666668519611E-04	-0,367156153544784	-0,039595271460712	
5,42000025743619	1,37500001528679E-04	-0,327560882084072	-0,014398280531168	
5,44000025838614	7,16666674634325E-04	-0,244770769029856	0,01799785066396	
5,46000025933608	8,18750009102587E-04	-0,205175497569144	6,11926922574639E-02	
5,48000026028603	-2,12500002362503E-04	-0,363556583411992	0,043194841593504	
5,50000026123598	-4,95833338845841E-04	-0,529136809520423	5,39935519918799E-02	
5,52000026218593	7,02083341138859E-04	-0,446346696466208	6,83918325230479E-02	
5,54000026313588	1,43750001598164E-04	-0,334760022349656	0,043194841593504	
5,56000026408583	2,3541666928395E-04	-0,503939818590879	-0,003599570132792	
5,58000026503578	9,12500010144868E-04	-0,313162601552904	0,032396131195128	
5,60000026598573	7,66666675190208E-04	-0,388753574341536	0,014398280531168	
5,62000026693568	-6,35416673731015E-04	-0,295164750888944	4,67944117262959E-02	
5,64000026788563	-3,2083333690025E-04	-0,291565180756152	-0,032396131195128	
5,66000026883557	6,45833340513491E-05	-0,100787963718176	0,014398280531168	
5,68000026978552	-1,25000001389708E-05	-6,47922623902559E-02	9,71883935853839E-02	
5,70000027073547	3,81250004238609E-04	-0,201575927436352	7,55909727886319E-02	
5,72000027168542	2,3958333599694E-04	-0,316762171685696	0,03599570132792	
5,74000027263537	-4,89583338776356E-04	-0,439147556200624	-7,19914026558399E-03	
5,76000027358532	-8,52083342806509E-04	-0,30596346128732	0,003599570132792	
5,78000027453527	-2,22916669144979E-04	-0,212374637834728	0,010798710398376	
5,80000027548522	-1,37500001528679E-03	-0,129584524780512	0,025196990929544	
5,82000027643517	-6,89583340999889E-04	-0,136783665046096	0	
5,84000027738512	4,33333338150987E-04	-0,039595271460712	0,039595271460712	
5,86000027833506	9,64583344057246E-04	-5,39935519918799E-02	0,032396131195128	
